site_id,date,site_orders,site_views,site_units,site_revenue,impressions,clicks,channel_orders,cost,channel_revenue,channel_aov,cr,site_aov,cos
32,3/17/2017,12,1788,29,9201.00,22918,310,4,246.98,3143.40,785.8500061,0.0129,766.7500,0.0786
16,3/17/2017,183,4502,344,13332.90,7560,88,4,47.3,240.91,60.22749996,0.0455,72.8574,0.1963
29,3/16/2017,11,1434,27,2573.54,37785,669,6,186.21,516.58,86.09666777,0.0090,233.9582,0.3605
26,3/4/2017,77,22138,87,6710.69,33892,411,14,248.26,734.60,52.47142901,0.0341,87.1518,0.3380
20,3/11/2017,16,906,18,1331.56,24490,422,8,148.63,656.60,82.07499933,0.0190,83.2225,0.2264
2,3/13/2017,35,1420,120,5597.56,37561,292,6,114.84,523.90,87.31666597,0.0205,159.9303,0.2192
45,3/21/2017,7,396,11,1075.65,42955,199,1,73.01,38.85,38.84999847,0.0050,153.6643,1.8793
33,2/23/2017,1662,25801,6897,161031.70,107917,969,57,1032.8,2903.55,50.93947355,0.0588,96.8903,0.3557
11,3/14/2017,61,4674,72,4750.35,86327,1574,43,416.54,5751.67,133.7597671,0.0273,77.8746,0.0724
36,3/7/2017,18,3374,30,2747.75,4460,48,0,37.69,0.00,,0.0000,152.6528,
26,3/21/2017,83,21591,115,8734.29,29563,376,11,171.24,435.79,39.61727316,0.0293,105.2324,0.3929
5,3/2/2017,60,8053,260,2994.27,144384,1399,23,247.93,847.74,36.8582605,0.0164,49.9045,0.2925
11,3/2/2017,47,3868,69,3276.58,76432,1283,36,341.75,4229.75,117.4930562,0.0281,69.7145,0.0808
32,3/12/2017,5,1396,8,1863.00,12763,164,2,98.37,676.00,338,0.0122,372.6000,0.1455
6,3/3/2017,2526,218858,11320,223909.04,117632,1225,62,553.28,3518.98,56.75774214,0.0506,88.6417,0.1572
42,3/5/2017,2084,79643,4559,287390.91,648579,5906,234,5081.28,18821.20,80.43247871,0.0396,137.9035,0.2700
46,3/21/2017,322,20576,5703,79413.57,128453,1497,42,926.34,3497.79,83.28071457,0.0281,246.6260,0.2648
32,3/16/2017,12,1872,30,6481.60,25298,331,7,274.33,4105.71,586.5299944,0.0211,540.1333,0.0668
34,3/17/2017,10,2686,14,2480.27,20524,259,3,87.35,311.66,103.8866653,0.0116,248.0270,0.2803
41,3/21/2017,31,1437,84,8784.51,25725,312,6,222.04,1064.05,177.3416665,0.0192,283.3713,0.2087
54,3/1/2017,0,0,0,0.00,5836,48,0,20.57,0.00,,0.0000,,
28,3/1/2017,0,0,0,0.00,116877,1477,48,678.55,1633.56,34.03249971,0.0325,,0.4154
45,3/1/2017,0,0,0,0.00,46424,205,4,77.64,176.91,44.22750092,0.0195,,0.4389
23,3/1/2017,0,0,0,0.00,44745,867,20,209.78,1822.61,91.13049979,0.0231,,0.1151
16,3/1/2017,0,0,0,0.00,4286,62,7,21.76,712.03,101.7185691,0.1129,,0.0306
50,3/1/2017,0,0,0,0.00,33899,328,6,135.5,3954.99,659.1649984,0.0183,,0.0343
51,3/1/2017,0,0,0,0.00,14748,151,6,236.69,674.79,112.4649976,0.0397,,0.3508
13,3/1/2017,0,0,0,0.00,9009,121,7,69.26,365.57,52.22428622,0.0579,,0.1895
48,3/1/2017,0,0,0,0.00,29106,491,19,324,2478.17,130.4299978,0.0387,,0.1307
5,3/1/2017,0,0,0,0.00,163041,1707,44,301.16,1513.12,34.38909087,0.0258,,0.1990
26,3/1/2017,0,0,0,0.00,24816,324,12,217.31,584.79,48.73250008,0.0370,,0.3716
35,3/1/2017,0,0,0,0.00,98970,643,29,368.95,1503.03,51.82862088,0.0451,,0.2455
44,3/1/2017,0,0,0,0.00,36060,424,11,93.84,239.84,21.80363655,0.0259,,0.3913
1,3/1/2017,0,0,0,0.00,91348,1613,5,684.41,4471.88,894.3759766,0.0031,,0.1530
42,3/1/2017,0,0,0,0.00,748753,6328,183,5347.8,12688.69,69.33710416,0.0289,,0.4215
2,3/1/2017,0,0,0,0.00,32929,288,8,125.55,1124.97,140.6212487,0.0278,,0.1116
19,3/1/2017,0,0,0,0.00,65942,842,2,224.28,775.12,387.5599937,0.0024,,0.2893
27,3/1/2017,0,0,0,0.00,86013,1593,70,1241.13,9304.20,132.9171434,0.0439,,0.1334
32,3/1/2017,0,0,0,0.00,28098,346,8,277.46,5907.32,738.4149952,0.0231,,0.0470
46,3/1/2017,0,0,0,0.00,109569,1308,38,804.59,7077.02,186.2373691,0.0291,,0.1137
47,3/1/2017,0,0,0,0.00,24317,628,21,45.12,1295.79,61.70428521,0.0334,,0.0348
17,3/1/2017,0,0,0,0.00,57559,944,19,157.24,2155.63,113.4542094,0.0201,,0.0729
43,3/1/2017,0,0,0,0.00,54229,527,17,249.77,427.27,25.13352944,0.0323,,0.5846
31,3/1/2017,0,0,0,0.00,41213,752,6,242.71,685.81,114.3016672,0.0080,,0.3539
33,3/1/2017,0,0,0,0.00,143769,1086,41,1515.21,2247.67,54.82121933,0.0378,,0.6741
18,3/1/2017,0,0,0,0.00,29787,421,3,156.98,420.25,140.0833333,0.0071,,0.3735
9,3/1/2017,0,0,0,0.00,333830,5348,96,1191.41,18503.69,192.7467714,0.0180,,0.0644
15,3/1/2017,0,0,0,0.00,48074,697,29,220.89,8448.20,291.3172405,0.0416,,0.0261
36,3/1/2017,0,0,0,0.00,4736,50,2,36.34,62.50,31.25,0.0400,,0.5814
6,3/1/2017,0,0,0,0.00,163421,1524,86,980.67,4216.67,49.031047,0.0564,,0.2326
20,3/1/2017,0,0,0,0.00,22684,349,7,153.33,684.01,97.7157135,0.0201,,0.2242
4,3/1/2017,0,0,0,0.00,167781,2241,66,1126.66,3755.15,56.89621188,0.0295,,0.3000
34,3/1/2017,0,0,0,0.00,33067,522,7,221.75,971.21,138.7442856,0.0134,,0.2283
14,3/1/2017,0,0,0,0.00,14642,169,5,80.33,127.63,25.52600021,0.0296,,0.6294
24,3/1/2017,0,0,0,0.00,49878,671,9,123.24,710.78,78.97555627,0.0134,,0.1734
41,3/1/2017,0,0,0,0.00,23795,280,8,272.96,1837.50,229.6875,0.0286,,0.1485
40,3/1/2017,0,0,0,0.00,344,0,0,0,0.00,,,,
10,3/1/2017,0,0,0,0.00,54161,787,32,1073.43,5129.65,160.3015636,0.0407,,0.2093
12,3/1/2017,0,0,0,0.00,27469,364,2,168.01,1009.90,504.9500122,0.0055,,0.1664
37,3/1/2017,0,0,0,0.00,72616,725,18,710.04,1349.59,74.97722265,0.0248,,0.5261
38,3/1/2017,0,0,0,0.00,7522,91,3,52.75,578.68,192.8933379,0.0330,,0.0912
49,3/1/2017,0,0,0,0.00,63285,1792,77,388.75,8242.55,107.0461028,0.0430,,0.0472
8,3/1/2017,0,0,0,0.00,56758,729,48,106.16,1944.35,40.50729134,0.0658,,0.0546
39,3/1/2017,0,0,0,0.00,55232,984,18,99.74,668.77,37.15388902,0.0183,,0.1491
21,3/1/2017,0,0,0,0.00,17856,223,4,28.85,254.59,63.64750123,0.0179,,0.1133
30,3/1/2017,0,0,0,0.00,46438,539,17,125,487.99,28.70529422,0.0315,,0.2562
52,3/1/2017,0,0,0,0.00,35552,502,6,268.37,1012.08,168.679999,0.0120,,0.2652
3,3/1/2017,0,0,0,0.00,102992,1171,75,153.13,2053.02,27.37360006,0.0640,,0.0746
22,3/1/2017,0,0,0,0.00,13208,99,0,62.51,0.00,,0.0000,,
7,3/1/2017,0,0,0,0.00,13715,62,1,41.43,41.00,41,0.0161,,1.0105
11,3/1/2017,0,0,0,0.00,79934,1337,27,344.55,2037.90,75.47777893,0.0202,,0.1691
29,3/1/2017,0,0,0,0.00,21903,392,3,105.1,93.29,31.09666697,0.0077,,1.1266
55,3/1/2017,0,0,0,0.00,108338,1139,3,691.18,1322.46,440.8199921,0.0026,,0.5226
53,3/1/2017,0,0,0,0.00,87186,1069,30,327.2,1097.85,36.59500014,0.0281,,0.2980
